Company,Date,Open,High,Low,Close,Volume
AlphaCorp,2/4/2019,213.47,216.64,209.19,211.87,877055
AlphaCorp,2/5/2019,212.47,215.99,209.93,215.24,61663
AlphaCorp,2/6/2019,215.6,215.88,213.04,215.8,772002
AlphaCorp,2/7/2019,215.5,215.98,209.79,214.49,487095
AlphaCorp,2/8/2019,213.77,216.72,213.2,215.01,581542
AlphaCorp,2/9/2019,215.09,218.57,213.63,214.77,655263
AlphaCorp,2/10/2019,214.83,216.49,214.36,215.28,817364
AlphaCorp,2/11/2019,216.08,221.86,214.38,218.69,390002
AlphaCorp,2/12/2019,219.4,223.05,214.96,221.03,432515
AlphaCorp,2/13/2019,220.2,221.95,215.71,221.14,988771
AlphaCorp,2/14/2019,222.02,226.89,216.9,218.32,817789
AlphaCorp,2/15/2019,218.42,224.22,215.16,220.76,646584
AlphaCorp,2/16/2019,220.49,224.21,214.23,217.83,866703
AlphaCorp,2/17/2019,217.97,218.44,216.08,217.92,291974
AlphaCorp,2/18/2019,218.88,222.39,214.35,219.96,302890
AlphaCorp,2/19/2019,220.55,223.06,214.67,217.55,379599
AlphaCorp,2/20/2019,217.55,220.41,212.96,216.8,640271
AlphaCorp,2/21/2019,216.15,221.86,211.38,217.16,308356
AlphaCorp,2/22/2019,218.07,220.37,215.31,218.72,125294
AlphaCorp,2/23/2019,219.65,224.93,218.18,220.66,387812
AlphaCorp,2/24/2019,220.63,222.49,217.44,219.41,950597
AlphaCorp,2/25/2019,219.8,222.65,217.68,218.17,82991
AlphaCorp,2/26/2019,217.68,219.16,213.77,215.38,168823
AlphaCorp,2/27/2019,215.77,222.06,213.97,218.55,589036
AlphaCorp,2/28/2019,218.06,221.12,216.32,216.73,258710
AlphaCorp,3/1/2019,216.73,220.72,210.1,213.35,278799
AlphaCorp,3/2/2019,214.12,214.26,210.12,213.01,676326
AlphaCorp,3/3/2019,213.35,214.99,212.31,213.09,660429
AlphaCorp,3/4/2019,212.15,213.71,208.04,213.52,367429
AlphaCorp,3/5/2019,213.59,215.22,206.22,210.36,261451
AlphaCorp,3/6/2019,209.53,210.89,206.87,210.63,472894
AlphaCorp,3/7/2019,211.03,211.72,207.83,208.49,243841
AlphaCorp,3/8/2019,209.08,210.43,202.84,205.03,384710
AlphaCorp,3/9/2019,204.53,205.82,204.13,204.9,404366
AlphaCorp,3/10/2019,204.25,205.03,201.46,202.71,673165
AlphaCorp,3/11/2019,201.9,206.13,197.23,205.22,383632
AlphaCorp,3/12/2019,205.06,210.54,203.28,209.3,154356
AlphaCorp,3/13/2019,208.54,212.31,208.08,210.6,709438
AlphaCorp,3/14/2019,209.8,212.26,206.96,209.33,465968
AlphaCorp,3/15/2019,209.26,216.25,209.02,213,744965
AlphaCorp,3/16/2019,212.75,215.88,209.35,211.87,201232
AlphaCorp,3/17/2019,211.95,215.63,208.87,212.21,198751
AlphaCorp,3/18/2019,212.38,217.08,209.1,211.98,999873
AlphaCorp,3/19/2019,212.13,212.89,208.07,212.25,365754
AlphaCorp,3/20/2019,213.17,217.7,211.89,212.87,118940
AlphaCorp,3/21/2019,212.3,215.37,212.11,213.48,395777
AlphaCorp,3/22/2019,213.12,217.34,212.03,212.15,75953
AlphaCorp,3/23/2019,211.67,214.57,208.21,212.09,834945
AlphaCorp,3/24/2019,212.56,218.38,211.15,214.36,840857
AlphaCorp,3/25/2019,214.21,217.66,211.33,214.82,879474
AlphaCorp,3/26/2019,215.37,217.07,207.14,211.79,71476
AlphaCorp,3/27/2019,211.27,214.67,205.13,208.83,864882
AlphaCorp,3/28/2019,208.47,215.56,206.52,211.08,419995
AlphaCorp,3/29/2019,212,216.28,210.23,212.04,69163
AlphaCorp,3/30/2019,211.94,217.23,210.3,215.76,676490
AlphaCorp,3/31/2019,215.19,222.05,211.28,217.32,797494
AlphaCorp,4/1/2019,216.44,219.19,214.21,216.42,48102
AlphaCorp,4/2/2019,216.51,220.04,209.88,214.72,189208
AlphaCorp,4/3/2019,213.92,215.57,210.42,215.15,49081
AlphaCorp,4/4/2019,214.94,222.12,214.21,217.66,622380
AlphaCorp,4/5/2019,218.29,223.03,210.46,215.39,887699
AlphaCorp,4/6/2019,215.09,218.63,209.87,212.28,258683
AlphaCorp,4/7/2019,213.09,213.65,206.56,209.02,539036
AlphaCorp,4/8/2019,208.83,214.83,205.13,211.97,461015
AlphaCorp,4/9/2019,212.46,216.03,207.65,213.11,502734
AlphaCorp,4/10/2019,213.07,213.48,208.78,211.42,252804
AlphaCorp,4/11/2019,212.41,212.92,209.64,212.55,285987
AlphaCorp,4/12/2019,211.7,214.5,210.62,213.67,269214
AlphaCorp,4/13/2019,213.84,222.66,213.61,218.15,875291
AlphaCorp,4/14/2019,219.07,219.36,215.57,217.54,296103
AlphaCorp,4/15/2019,216.92,219.24,212.24,214.01,697281
AlphaCorp,4/16/2019,213.54,216.91,212.24,215.11,507562
AlphaCorp,4/17/2019,214.73,219.48,211.31,215.41,92844
AlphaCorp,4/18/2019,214.68,218.81,209.98,218.43,590466
AlphaCorp,4/19/2019,218.27,224.41,213.94,219.75,236156
AlphaCorp,4/20/2019,219.08,224.09,215.19,222.03,634785
AlphaCorp,4/21/2019,222.97,227.18,215.35,219.54,814449
AlphaCorp,4/22/2019,218.61,221.99,218.54,221.32,713286
AlphaCorp,4/23/2019,222.32,227.82,219.54,222.84,819956
AlphaCorp,4/24/2019,223.29,227.68,221.4,223.89,516964
AlphaCorp,4/25/2019,224.8,227.83,221.52,222.66,309888
AlphaCorp,4/26/2019,223.17,223.4,221.55,222.89,920886
AlphaCorp,4/27/2019,223.43,226.51,219.17,223.91,650053
AlphaCorp,4/28/2019,224.85,229.38,220.89,228.94,491680
AlphaCorp,4/29/2019,229.35,231.7,228.67,230.64,612875
AlphaCorp,4/30/2019,231.6,237.38,228.42,234.34,560222
AlphaCorp,5/1/2019,234.04,238.38,230.12,235.81,260875
AlphaCorp,5/2/2019,235.41,238.03,231.65,235.14,375340
AlphaCorp,5/3/2019,235.06,239.96,229.19,231.65,604124
AlphaCorp,5/4/2019,231.07,233.97,229.25,230.96,671614
AlphaCorp,5/5/2019,230.65,235.13,226.08,228.45,341868
AlphaCorp,5/6/2019,229.4,233.39,228.28,230.38,67108
AlphaCorp,5/7/2019,229.73,230.17,228.07,228.67,376824
AlphaCorp,5/8/2019,228.38,232.85,226.15,226.79,101865
AlphaCorp,5/9/2019,227.39,230.53,226.78,227.19,196717
AlphaCorp,5/10/2019,226.5,228.47,226.49,226.58,598579
AlphaCorp,5/11/2019,225.95,228.23,224.1,227.18,645605
AlphaCorp,5/12/2019,226.65,231.97,223.99,228.17,255121
AlphaCorp,5/13/2019,228.96,233.22,226.3,230.66,128033
AlphaCorp,5/14/2019,230.55,233.21,227.36,228.57,870120
AlphaCorp,5/15/2019,228.7,232.9,226.71,227.16,780173
AlphaCorp,5/16/2019,226.4,232,223.43,227.55,642387
AlphaCorp,5/17/2019,227.51,233.12,223.83,230.2,547198
AlphaCorp,5/18/2019,230.69,232.85,227.43,228.07,372920
AlphaCorp,5/19/2019,228.29,230.93,225.8,229.71,122581
AlphaCorp,5/20/2019,229.92,231.11,228.83,229.34,126421
AlphaCorp,5/21/2019,230.04,230.48,225.6,229.63,168518
AlphaCorp,5/22/2019,230.31,230.57,225.66,225.75,800756
AlphaCorp,5/23/2019,226.48,231.35,225.19,227.26,809666
AlphaCorp,5/24/2019,227.9,231.49,225.05,227.73,254761
AlphaCorp,5/25/2019,227.1,230.59,224.97,228.97,190448
AlphaCorp,5/26/2019,229.44,232.09,224.38,227.92,874909
AlphaCorp,5/27/2019,227.23,230.92,224.57,228.51,292272
AlphaCorp,5/28/2019,228.25,230.52,222.19,224.93,413081
AlphaCorp,5/29/2019,225.29,229.09,221.11,224.09,614055
AlphaCorp,5/30/2019,224.3,229.79,223.77,225.82,617812
AlphaCorp,5/31/2019,226.7,228.35,226.37,227.44,670775
AlphaCorp,6/1/2019,227.88,228.12,222.76,226.67,267802
AlphaCorp,6/2/2019,226,226.82,220.74,224.81,689290
AlphaCorp,6/3/2019,225.08,230.8,223.5,226.26,748345
AlphaCorp,6/4/2019,226.14,230.42,223.83,228.54,475317
AlphaCorp,6/5/2019,228.62,230.81,224.91,227.8,602016
AlphaCorp,6/6/2019,227.89,232.42,224.29,227.41,863938
AlphaCorp,6/7/2019,227.27,230.58,223.62,228.92,500025
AlphaCorp,6/8/2019,229.16,232.51,224.69,229.84,108723
AlphaCorp,6/9/2019,230.84,234.6,226.48,230.01,42154
AlphaCorp,6/10/2019,230.76,235.49,226.65,233.78,164782
AlphaCorp,6/11/2019,233.54,236.63,230.52,234.34,401182
AlphaCorp,6/12/2019,233.8,237.41,229.31,232.91,157550
AlphaCorp,6/13/2019,233.11,236.69,229.53,233.86,664618
AlphaCorp,6/14/2019,234.68,237.6,230.56,232.56,404030
AlphaCorp,6/15/2019,232.14,235.21,226.55,231.11,869751
AlphaCorp,6/16/2019,230.15,239.4,225.49,235.04,833651
AlphaCorp,6/17/2019,235.88,240.09,235.76,236.14,10126
AlphaCorp,6/18/2019,236.35,238.97,232.67,236.85,185399
AlphaCorp,6/19/2019,237.53,242.08,234.64,235.25,294260
AlphaCorp,6/20/2019,235.43,237.54,235.16,235.54,67545
AlphaCorp,6/21/2019,236.15,238.36,234.48,238.34,952654
AlphaCorp,6/22/2019,239.19,243.62,236.79,241.29,308512
AlphaCorp,6/23/2019,241.46,241.62,236.41,240.97,781253
AlphaCorp,6/24/2019,240.81,245.38,238.99,240.8,104270
AlphaCorp,6/25/2019,240.36,241.46,236.66,237.72,168768
AlphaCorp,6/26/2019,236.89,241.87,233.84,236.35,740880
AlphaCorp,6/27/2019,235.97,237.96,231.63,233.76,961223
AlphaCorp,6/28/2019,233.14,233.32,230.55,232.91,627895
AlphaCorp,6/29/2019,233.08,234.86,229.51,233.39,267009
AlphaCorp,6/30/2019,233.19,235.99,227.11,227.89,196240
AlphaCorp,7/1/2019,227.56,230.12,223.79,229.74,375321
AlphaCorp,7/2/2019,229.56,231.36,228.78,231.23,662465
AlphaCorp,7/3/2019,231.96,234,226.55,229.31,982610
AlphaCorp,7/4/2019,228.35,230.31,224.35,229.79,344402
AlphaCorp,7/5/2019,230.56,233.34,224.7,228.3,607794
AlphaCorp,7/6/2019,229.01,234.79,227.02,230.64,509876
AlphaCorp,7/7/2019,229.92,231.95,226.42,228.04,57057
AlphaCorp,7/8/2019,227.88,232.99,223.79,228.53,97955
AlphaCorp,7/9/2019,228.2,232.33,223.88,225.7,217990
AlphaCorp,7/10/2019,225.52,229.79,223.34,227.03,148155
AlphaCorp,7/11/2019,226.47,231.34,219.74,223.64,973152
AlphaCorp,7/12/2019,224.43,228.43,222.22,224.35,45954
AlphaCorp,7/13/2019,224.37,230.29,220.88,226.58,896040
AlphaCorp,7/14/2019,227.25,232.17,223.37,226,217980
AlphaCorp,7/15/2019,226.38,229.8,221.43,225.54,528271
AlphaCorp,7/16/2019,225.09,228.25,221.83,225.48,662665
AlphaCorp,7/17/2019,225.92,226.45,223.26,223.96,61226
AlphaCorp,7/18/2019,224.29,228.41,219.72,227.53,307881
AlphaCorp,7/19/2019,227.34,234.33,225.23,230.48,489361
AlphaCorp,7/20/2019,229.65,233.71,228.42,230.69,591780
AlphaCorp,7/21/2019,231.36,233.55,225.33,229.91,427978
AlphaCorp,7/22/2019,229.86,234.33,225.18,231.01,655188
AlphaCorp,7/23/2019,230.98,232.33,224.77,227.47,648418
AlphaCorp,7/24/2019,227.46,230.44,224.64,226.31,698281
AlphaCorp,7/25/2019,226.26,228.22,224.5,226.5,851344
AlphaCorp,7/26/2019,226.37,231.55,222.27,230.32,437236
AlphaCorp,7/27/2019,229.32,234.16,229.2,229.23,295195
AlphaCorp,7/28/2019,230.06,230.74,223.86,228.61,890438
AlphaCorp,7/29/2019,228.65,229.08,223.36,228.15,403554
AlphaCorp,7/30/2019,228.47,233.56,224.22,230.1,681256
AlphaCorp,7/31/2019,230.91,235.38,227.44,232.15,362744
AlphaCorp,8/1/2019,231.51,235.21,226.93,232.37,54813
AlphaCorp,8/2/2019,231.61,235.69,230.65,232.03,214615
AlphaCorp,8/3/2019,232.72,236.58,228.58,234.98,621600
AlphaCorp,8/4/2019,235.28,237.1,232.32,235.12,460348
AlphaCorp,8/5/2019,234.8,238.86,234.47,235.24,460062
AlphaCorp,8/6/2019,235.85,238.54,231.58,234.89,279708
AlphaCorp,8/7/2019,235.12,238.02,235,236.86,979897
AlphaCorp,8/8/2019,237.84,238.41,236.91,238.41,760865
AlphaCorp,8/9/2019,238.37,241.51,232.97,237.34,855038
AlphaCorp,8/10/2019,237.14,240.42,235.46,239.96,260195
AlphaCorp,8/11/2019,239.18,240.95,235.99,237.43,720979
AlphaCorp,8/12/2019,237.86,242.4,236.47,239.45,795332
AlphaCorp,8/13/2019,239.22,242.62,238.06,239.15,53001
AlphaCorp,8/14/2019,239.75,241.51,236.81,240.22,666166
AlphaCorp,8/15/2019,239.55,249.13,238.39,244.17,460195
AlphaCorp,8/16/2019,244.85,246,239.37,243.52,961661
AlphaCorp,8/17/2019,242.96,243.89,237.78,241.68,128533
AlphaCorp,8/18/2019,242.28,245.43,240.14,241.22,843032
AlphaCorp,8/19/2019,241.74,245.22,240.22,240.99,694191
AlphaCorp,8/20/2019,240.92,244.03,234.83,238.57,856936
AlphaCorp,8/21/2019,237.75,245.24,236.42,240.85,527083
AlphaCorp,8/22/2019,240.8,244.61,236.54,244.39,104377
AlphaCorp,8/23/2019,244.49,246.01,242.45,245.58,568030
AlphaCorp,8/24/2019,244.59,250.24,244.35,246.76,576161
AlphaCorp,8/25/2019,247.46,249.94,244.02,246.42,536684
AlphaCorp,8/26/2019,247.23,250.54,243.92,247.68,343863
AlphaCorp,8/27/2019,248.44,252.43,241.87,245.16,500042
AlphaCorp,8/28/2019,245.89,250.36,241.7,246.82,894056
AlphaCorp,8/29/2019,247.58,252.39,243.39,245.72,719662
AlphaCorp,8/30/2019,246.37,248.2,244.69,247.56,439725
AlphaCorp,8/31/2019,247.08,251.18,246.66,250.21,85418
AlphaCorp,9/1/2019,251.17,255.02,249.87,251.86,940491
AlphaCorp,9/2/2019,250.9,253.06,245.92,250.12,273579
AlphaCorp,9/3/2019,250.39,255.05,248.54,249.05,941011
AlphaCorp,9/4/2019,249.94,251.81,246.09,250.98,336032
AlphaCorp,9/5/2019,251.14,252.87,246.79,249.89,386826
AlphaCorp,9/6/2019,250.19,253.16,247.1,249.02,853804
AlphaCorp,9/7/2019,248.06,253.5,245.62,251.88,627394
AlphaCorp,9/8/2019,252.77,253.28,248.27,252.54,734238
AlphaCorp,9/9/2019,253.13,256.6,249.58,250.68,463761
AlphaCorp,9/10/2019,249.94,254.28,243.67,248.49,234695
AlphaCorp,9/11/2019,248.35,254.53,246.25,249.81,431818
AlphaCorp,9/12/2019,249.45,253.07,242.03,245.76,713650
AlphaCorp,9/13/2019,244.82,248.08,241.85,243.69,441374
AlphaCorp,9/14/2019,243.01,249.06,242.55,248.04,411927
AlphaCorp,9/15/2019,248.58,252.8,241.46,245.27,727148
AlphaCorp,9/16/2019,245.86,248.66,245.27,246.25,807968
AlphaCorp,9/17/2019,246.46,249.12,243.67,247.88,861887
AlphaCorp,9/18/2019,248.04,249.38,242.57,246.56,264346
AlphaCorp,9/19/2019,247.53,248.28,245.18,247.5,167661
AlphaCorp,9/20/2019,247.7,249.16,243.33,246.8,74288
AlphaCorp,9/21/2019,247.71,252.25,239.24,242.86,603586
AlphaCorp,9/22/2019,243.83,244.54,240.81,243.3,630635
AlphaCorp,9/23/2019,243.7,246.5,242.84,242.89,204555
AlphaCorp,9/24/2019,243.66,244.2,239.54,243.79,591273
AlphaCorp,9/25/2019,243.58,244.24,239.18,242.02,60861
AlphaCorp,9/26/2019,241.1,246.29,236.34,242.94,854092
AlphaCorp,9/27/2019,243.35,244.62,238.67,244.46,926838
AlphaCorp,9/28/2019,245.33,250.07,239.13,242.26,953187
AlphaCorp,9/29/2019,241.94,247.73,241.54,243.66,187235
AlphaCorp,9/30/2019,244.23,250.94,244.03,248.54,787915
AlphaCorp,10/1/2019,249,251.75,248.7,251.34,151398
AlphaCorp,10/2/2019,251.57,253.22,248.62,250.97,604604
AlphaCorp,10/3/2019,250.33,258.61,247.04,254.66,649282
AlphaCorp,10/4/2019,254.74,257.21,251.71,252.12,805378
AlphaCorp,10/5/2019,252.48,255.24,252.33,254.88,501872
AlphaCorp,10/6/2019,255.8,257.88,250.9,255.13,451124
AlphaCorp,10/7/2019,254.82,257.38,249.88,255.52,311207
AlphaCorp,10/8/2019,255.7,257.75,253.72,257.6,577873
AlphaCorp,10/9/2019,257.8,267.65,254.52,263.69,825858
AlphaCorp,10/10/2019,263.11,267.82,259.95,264.71,881310
AlphaCorp,10/11/2019,264.18,268.42,262.15,264.54,219373
AlphaCorp,10/12/2019,265.48,266.38,260.11,264.38,398076
AlphaCorp,10/13/2019,264.25,264.74,260.88,262.91,632605
AlphaCorp,10/14/2019,263.1,263.92,256.67,258.63,757512
AlphaCorp,10/15/2019,258.43,263.19,258.38,258.9,154832
AlphaCorp,10/16/2019,259.84,262.11,257.72,258.9,54738
AlphaCorp,10/17/2019,258.78,261.12,256.54,259.47,873051
AlphaCorp,10/18/2019,258.97,262.06,254.92,258.45,223567
AlphaCorp,10/19/2019,258.17,262.54,255.14,260.64,192958
AlphaCorp,10/20/2019,261.33,265.36,257.76,260.69,470494
AlphaCorp,10/21/2019,260.81,267.66,260.64,264.96,528477
AlphaCorp,10/22/2019,265.83,266.13,265.22,265.93,227285
AlphaCorp,10/23/2019,265.29,265.73,263.39,263.91,860610
AlphaCorp,10/24/2019,263.82,268.23,261.38,265.65,509115
AlphaCorp,10/25/2019,265.71,267.03,265.05,266.4,400479
AlphaCorp,10/26/2019,265.72,266.79,262.07,265.85,688556
AlphaCorp,10/27/2019,265.74,270.32,264.85,265.98,58320
AlphaCorp,10/28/2019,266.22,270.56,263.31,266.16,498011
AlphaCorp,10/29/2019,265.39,273.38,260.8,269.4,111376
AlphaCorp,10/30/2019,269.19,273.73,268.66,270.47,570347
AlphaCorp,10/31/2019,269.79,272.81,265.91,267.5,988080
AlphaCorp,11/1/2019,268.06,272.91,264.37,270.07,429139
AlphaCorp,11/2/2019,270.37,274.2,265.24,269.87,800546
AlphaCorp,11/3/2019,270.47,273.84,266.38,271.66,404583
AlphaCorp,11/4/2019,271.25,275.9,269.61,272.65,361296
AlphaCorp,11/5/2019,273.04,274.98,268.24,270.48,149999
AlphaCorp,11/6/2019,270.23,271.37,266.57,266.94,770674
AlphaCorp,11/7/2019,267.46,270.86,264.75,268.36,278615
AlphaCorp,11/8/2019,268.4,270.8,266.17,266.3,797609
AlphaCorp,11/9/2019,266.25,268.22,260.24,262.99,222781
AlphaCorp,11/10/2019,263.43,268.55,263.34,263.77,960678
AlphaCorp,11/11/2019,262.91,269.51,259.64,264.74,833346
AlphaCorp,11/12/2019,263.86,268.53,261.78,263.54,450097
AlphaCorp,11/13/2019,263.59,267.72,258.94,264.37,154539
AlphaCorp,11/14/2019,264.45,266.01,259.18,262.23,380321
AlphaCorp,11/15/2019,262.88,266.12,262.26,263.51,185211
AlphaCorp,11/16/2019,262.87,265.5,259.19,262.74,815175
AlphaCorp,11/17/2019,263.58,265.7,262.01,262.45,331333
AlphaCorp,11/18/2019,262.55,263.83,259.38,263.61,622492
AlphaCorp,11/19/2019,264.38,267.93,263.32,266.79,616217
AlphaCorp,11/20/2019,266.14,268.71,261.61,266.91,737191
AlphaCorp,11/21/2019,267.47,268.84,260.87,264.98,672587
AlphaCorp,11/22/2019,265.32,269.37,260.1,263.93,206553
AlphaCorp,11/23/2019,263.27,271.4,258.96,267.72,813446
AlphaCorp,11/24/2019,267.79,268.68,263.75,265.31,102578
AlphaCorp,11/25/2019,264.77,268.65,261.8,266.7,803853
AlphaCorp,11/26/2019,265.98,271.77,262.99,270.4,267681
AlphaCorp,11/27/2019,270.84,274.3,263.01,267.97,956875
AlphaCorp,11/28/2019,268.61,271.63,263.09,264.78,41007
AlphaCorp,11/29/2019,263.95,268.42,262.23,263.19,565655
AlphaCorp,11/30/2019,262.92,264.64,259.42,262.51,126492
AlphaCorp,12/1/2019,263.11,264.28,258.89,261.59,852981
AlphaCorp,12/2/2019,261.78,265.25,260.63,261.85,317257
AlphaCorp,12/3/2019,262.84,268.61,260.05,265.3,790641
AlphaCorp,12/4/2019,265.19,266.86,259.87,262.77,629961
AlphaCorp,12/5/2019,262.84,263.32,258.61,260.86,266911
AlphaCorp,12/6/2019,259.86,262.62,254.95,261.12,151826
AlphaCorp,12/7/2019,262.1,266.74,257.22,259.92,747565
AlphaCorp,12/8/2019,259.96,263.08,258.88,259.33,626166
AlphaCorp,12/9/2019,259.34,260.74,259.02,259.94,943667
AlphaCorp,12/10/2019,259.55,262.87,257.75,261.55,569873
AlphaCorp,12/11/2019,261.16,263.31,258.92,261.33,46035
AlphaCorp,12/12/2019,262.08,264.31,258.15,263.5,544670
AlphaCorp,12/13/2019,263.26,267.81,258.92,263.42,83861
AlphaCorp,12/14/2019,262.7,263.76,258.41,262.5,88222
AlphaCorp,12/15/2019,262.89,264.62,255.63,260.51,452111
AlphaCorp,12/16/2019,261.38,264.26,258.27,260.67,39984
AlphaCorp,12/17/2019,260.88,264.7,259.96,260.83,545426
AlphaCorp,12/18/2019,261.74,267.51,258.41,263.38,782577
AlphaCorp,12/19/2019,263.24,265.82,260.71,264.26,261537
AlphaCorp,12/20/2019,263.82,268.19,263.82,263.93,481082
AlphaCorp,12/21/2019,263.23,266.6,259.33,266.29,369177
AlphaCorp,12/22/2019,265.71,270.57,261.94,268.15,495278
AlphaCorp,12/23/2019,267.39,268.91,265.75,266.26,107359
AlphaCorp,12/24/2019,266.64,269.73,262.65,265.82,589111
AlphaCorp,12/25/2019,265.43,269.42,262.79,266.3,259062
AlphaCorp,12/26/2019,266.75,273.09,264.73,269.13,109071
AlphaCorp,12/27/2019,268.96,273.1,264.28,267.95,86373
AlphaCorp,12/28/2019,268.88,270.12,265.87,266.54,540836
AlphaCorp,12/29/2019,266.61,267.69,265.46,265.52,647420
AlphaCorp,12/30/2019,266.47,271.26,261.67,267.25,272307
AlphaCorp,12/31/2019,267.54,270.04,263.43,264.76,301444
AlphaCorp,1/1/2020,264.74,265.49,261.6,263.22,235019
AlphaCorp,1/2/2020,263.45,269.93,261.49,265.63,729401
AlphaCorp,1/3/2020,266.41,272.26,262.48,267.48,960664
AlphaCorp,1/4/2020,268.34,269.61,264.03,267.94,787499
AlphaCorp,1/5/2020,268.21,271.51,262.97,267.45,847831
AlphaCorp,1/6/2020,267.35,272.49,266.82,268.08,73936
AlphaCorp,1/7/2020,267.97,268.21,267.27,267.46,497510
AlphaCorp,1/8/2020,266.6,266.66,261.09,265.87,884772
AlphaCorp,1/9/2020,265.65,268.33,260.69,266.02,211139
AlphaCorp,1/10/2020,265.39,267.62,264.9,266.75,639085
AlphaCorp,1/11/2020,267.41,270.07,265.29,269.73,431486
AlphaCorp,1/12/2020,269.98,273.88,268.95,271.97,218432
AlphaCorp,1/13/2020,271.48,272.78,269.62,269.97,481256
AlphaCorp,1/14/2020,270.91,274.9,268.28,269.74,813585
AlphaCorp,1/15/2020,269.94,272.93,266.2,270.02,19503
AlphaCorp,1/16/2020,269.11,269.66,263.97,266.96,186072
AlphaCorp,1/17/2020,266.7,269.59,264.5,267.43,639720
AlphaCorp,1/18/2020,268.29,271.67,264.79,267.27,94080
AlphaCorp,1/19/2020,267.56,268.99,261.96,266.04,189830
AlphaCorp,1/20/2020,266.13,269.31,264.32,265.43,550285
AlphaCorp,1/21/2020,266.11,270.85,262.23,267.21,679931
AlphaCorp,1/22/2020,267.72,269.07,264.73,267.43,714268
AlphaCorp,1/23/2020,266.76,267.42,262.4,266.03,690218
AlphaCorp,1/24/2020,265.33,267.04,263.23,265.3,561332
AlphaCorp,1/25/2020,265.48,269.09,263.99,266.55,356130
AlphaCorp,1/26/2020,266.42,269.22,263.63,268.42,992599
AlphaCorp,1/27/2020,267.91,271.95,262.95,268.32,254839
AlphaCorp,1/28/2020,268.64,270.68,264.93,269.13,770109
AlphaCorp,1/29/2020,269.36,270.3,267.19,268.97,441116
AlphaCorp,1/30/2020,269.67,277.15,265.51,272.95,204509
AlphaCorp,1/31/2020,272.35,282.39,270.51,277.6,127322
AlphaCorp,2/1/2020,277.54,281.32,276.92,278.81,533886
AlphaCorp,2/2/2020,278.71,283.27,274.28,279.66,124914
AlphaCorp,2/3/2020,278.66,280.34,278.51,279.45,598717
AlphaCorp,2/4/2020,279.16,283.13,276.95,277.41,299910
AlphaCorp,2/5/2020,277.86,278.44,276.73,277.92,278787
AlphaCorp,2/6/2020,278.04,283.21,274.66,280.19,256353
AlphaCorp,2/7/2020,279.83,283.01,278.48,279.22,453031
AlphaCorp,2/8/2020,278.89,282.94,275.35,279.02,185006
AlphaCorp,2/9/2020,278.77,279.54,275.09,278.93,86256
AlphaCorp,2/10/2020,278.11,281.82,275.12,280.72,299530
AlphaCorp,2/11/2020,280.32,282.74,277.13,281.87,321955
AlphaCorp,2/12/2020,282.44,284.79,280.39,284.2,880477
AlphaCorp,2/13/2020,285.1,287.81,282.27,286.8,673689
AlphaCorp,2/14/2020,286.47,288.35,286.35,288.22,671757
AlphaCorp,2/15/2020,289.08,296.35,288.8,292.44,821554
